repository,ai_detected,confidence,first_ai_commit_sha,first_ai_commit_date,first_ai_commit_title,total_ai_related_commits,max_ai_score,possible_ai_tools
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,False,none,,,,0,0,
robin-shaun/XTDrone,True,moderate,78069d864f5341d85163814703ba0439a65164cc,2022-04-29T05:02:26Z,update ugv_planning,1,8,
robin-shaun/XTDrone,True,moderate,78069d864f5341d85163814703ba0439a65164cc,2022-04-29T05:02:26Z,update ugv_planning,1,8,
robin-shaun/XTDrone,True,moderate,78069d864f5341d85163814703ba0439a65164cc,2022-04-29T05:02:26Z,update ugv_planning,1,8,
autowarefoundation/autoware.universe,False,none,,,,0,0,
autowarefoundation/autoware.universe,False,none,,,,0,0,
autowarefoundation/autoware.universe,True,moderate,55f959c25f92ee43eec510a4afe6615b681c4758,2026-04-27T00:58:45Z,refactor(traffic_light_map_based_detector): unify detect() transform args into StampedTransform vector (#12488),1,5,
autowarefoundation/autoware.universe,True,moderate,55f959c25f92ee43eec510a4afe6615b681c4758,2026-04-27T00:58:45Z,refactor(traffic_light_map_based_detector): unify detect() transform args into StampedTransform vector (#12488),1,5,
autowarefoundation/autoware.universe,True,moderate,b891653d6ed89154dc31448dd76b37042cc9ca4a,2026-04-24T05:57:32Z,feat(autoware_traffic_light_utils): rewrite hasTrafficLightCircleColor and hasTrafficLightShape into three functions to handle overseas color arrow traffic light (#12481),2,5,
autowarefoundation/autoware.universe,True,moderate,d559ceaf8436cc3cf6569abade9ac7e10915fc87,2026-04-24T02:11:26Z,feat(control_evaluator): add `uncrossable_boundary_distance_count` metrics (#12503),3,5,
autowarefoundation/autoware.universe,True,moderate,d559ceaf8436cc3cf6569abade9ac7e10915fc87,2026-04-24T02:11:26Z,feat(control_evaluator): add `uncrossable_boundary_distance_count` metrics (#12503),3,5,
autowarefoundation/autoware.universe,True,moderate,c3e2f733490a67276dcede1bcc82ad102d008640,2026-04-23T13:43:20Z,refactor(autoware_universe): use autoware_ament_auto_package in planning packages (#12291),4,5,
autowarefoundation/autoware.universe,True,moderate,c3e2f733490a67276dcede1bcc82ad102d008640,2026-04-23T13:43:20Z,refactor(autoware_universe): use autoware_ament_auto_package in planning packages (#12291),4,5,
autowarefoundation/autoware.universe,True,moderate,d724d8cebf60370fcc321620bc524dbe0f9e9a8b,2026-04-22T06:09:18Z,feat(trajectory_validator): add evaluation tables to propagate filtering results (#12445),5,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,e6fbc09975782e5fe56474ac6b3f010fe3c2bb12,2026-04-22T04:43:00Z,perf(lidar_centerpoint): remove unnecessary atomic functions from lidar_centerpoint (#12419),6,5,
autowarefoundation/autoware.universe,True,moderate,682bd2ea2df48d232d8243400c7e1f24583aaef1,2026-04-20T08:55:37Z,chore(autoware_multi_object_tracker): refactoring association algorithms (#12477),7,5,
autowarefoundation/autoware.universe,True,moderate,682bd2ea2df48d232d8243400c7e1f24583aaef1,2026-04-20T08:55:37Z,chore(autoware_multi_object_tracker): refactoring association algorithms (#12477),7,5,
autowarefoundation/autoware.universe,True,moderate,0ee7da7a6ff6fcfef4bbd95bb7570b02b5b022ec,2026-04-20T00:14:14Z,feat(lidar_marker_localizer): extend lidar-marker localization to enhance flexibility and debugging capabilities (#11574),8,5,
autowarefoundation/autoware.universe,True,moderate,0ee7da7a6ff6fcfef4bbd95bb7570b02b5b022ec,2026-04-20T00:14:14Z,feat(lidar_marker_localizer): extend lidar-marker localization to enhance flexibility and debugging capabilities (#11574),8,5,
autowarefoundation/autoware.universe,True,moderate,3506a676ad33ee45b28a430c8033eddd36adb1ba,2026-04-16T21:45:44Z,feat(trajectory_modifier): add obstacle stop feature to trajectory modifier (#12338),9,5,
autowarefoundation/autoware.universe,True,moderate,2a10b25b05e39fb239859dc1d29b642c1172f659,2026-04-16T09:24:16Z,perf(common): use emplace/emplace_back to avoid temporary object creation (#12238),10,5,
autowarefoundation/autoware.universe,True,moderate,2a10b25b05e39fb239859dc1d29b642c1172f659,2026-04-16T09:24:16Z,perf(common): use emplace/emplace_back to avoid temporary object creation (#12238),10,5,
autowarefoundation/autoware.universe,True,strong,c0d4a7f4e5f7116268ccec02b1d9552782543f1e,2026-04-13T14:11:44Z,feat(traffic_light_classifier): add regression architecture based classifier (#12302),11,13,
autowarefoundation/autoware.universe,True,strong,2a396ba59a11d348359b0e9db03fe9a73d7a9431,2026-04-13T12:02:17Z,refactor(traffic_light_map_based_detector): require LaneletMapBin in constructor and simplify SetRouteResult (#12449),12,13,
autowarefoundation/autoware.universe,True,strong,d8a328467d5ed5be5d20b7fd46591c41494e54fa,2026-04-13T08:07:19Z,fix(autoware_behavior_path_side_shift): stabilize side shift path (#12473),13,13,
autowarefoundation/autoware.universe,True,strong,9d7d9ad68c75815b4bee03afa5d9d2f773b2a4fc,2026-04-13T06:36:46Z,fix(roi_cluster_fusion): separate agnocast subscription callback group (#12439),14,13,
autowarefoundation/autoware.universe,True,strong,d96115426a4a728413506ff1b2ec7f3ce570c8f3,2026-04-13T04:48:57Z,perf(system/autoware_diagnostic_graph_aggregator): use emplace/emplace_back to avoid temporary object creation (#12239),15,13,
autowarefoundation/autoware.universe,True,strong,d96115426a4a728413506ff1b2ec7f3ce570c8f3,2026-04-13T04:48:57Z,perf(system/autoware_diagnostic_graph_aggregator): use emplace/emplace_back to avoid temporary object creation (#12239),15,13,
autowarefoundation/autoware.universe,True,strong,d96115426a4a728413506ff1b2ec7f3ce570c8f3,2026-04-13T04:48:57Z,perf(system/autoware_diagnostic_graph_aggregator): use emplace/emplace_back to avoid temporary object creation (#12239),15,13,
autowarefoundation/autoware.universe,True,strong,e268766d5cab8b04e3babe25ff7f54f57fe6c6ba,2026-04-10T09:30:40Z,fix(control_evaluator): enable recording uncrossable_boundary_distance (#12468),16,13,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,6b7ca3a9a22a94c4475702c55b2bd71b76defb4f,2026-04-10T07:12:58Z,feat(build_depends_stable.repos): minor update autowarefoundation/autoware_cmake to 1.2.0 (#12466),17,15,
autowarefoundation/autoware.universe,True,strong,187982dbcc26348a8cd0f5fff1bc2d6b44a5c213,2026-04-09T06:16:08Z,feat(traffic_light_map_based_detector): remove unused parameter and replace silent fallback with exeption (#12434),18,15,
autowarefoundation/autoware.universe,True,strong,187982dbcc26348a8cd0f5fff1bc2d6b44a5c213,2026-04-09T06:16:08Z,feat(traffic_light_map_based_detector): remove unused parameter and replace silent fallback with exeption (#12434),18,15,
autowarefoundation/autoware.universe,True,strong,a2f50771b7d0c00bf491938e63913b1d5cfdb054,2026-04-09T01:50:56Z,fix(autoware_tensorrt_plugins): avoid tv::zeros and tv::empty (#12378),19,15,
autowarefoundation/autoware.universe,True,strong,a2f50771b7d0c00bf491938e63913b1d5cfdb054,2026-04-09T01:50:56Z,fix(autoware_tensorrt_plugins): avoid tv::zeros and tv::empty (#12378),19,15,
autowarefoundation/autoware.universe,True,strong,b1d8577822c99ffe1b890cde49f46259f9637ea0,2026-04-08T09:26:09Z,ci(clang-tidy): add repo-specific clang-tidy config (#12432),20,15,
autowarefoundation/autoware.universe,True,strong,b1d8577822c99ffe1b890cde49f46259f9637ea0,2026-04-08T09:26:09Z,ci(clang-tidy): add repo-specific clang-tidy config (#12432),20,15,
autowarefoundation/autoware.universe,True,strong,b1d8577822c99ffe1b890cde49f46259f9637ea0,2026-04-08T09:26:09Z,ci(clang-tidy): add repo-specific clang-tidy config (#12432),20,15,
autowarefoundation/autoware.universe,True,strong,b1d8577822c99ffe1b890cde49f46259f9637ea0,2026-04-08T09:26:09Z,ci(clang-tidy): add repo-specific clang-tidy config (#12432),20,15,
autowarefoundation/autoware.universe,True,strong,3fd8d24e03d3373fbe8d80b29a184b8418cf6d49,2026-04-08T06:46:57Z,refactor(`simple_planning_simulator`): remove `autoware_raw_vehicle_cmd_converter` dependency (#12384),21,15,
autowarefoundation/autoware.universe,True,strong,3fd8d24e03d3373fbe8d80b29a184b8418cf6d49,2026-04-08T06:46:57Z,refactor(`simple_planning_simulator`): remove `autoware_raw_vehicle_cmd_converter` dependency (#12384),21,15,
autowarefoundation/autoware.universe,True,strong,3fd8d24e03d3373fbe8d80b29a184b8418cf6d49,2026-04-08T06:46:57Z,refactor(`simple_planning_simulator`): remove `autoware_raw_vehicle_cmd_converter` dependency (#12384),21,15,
autowarefoundation/autoware.universe,True,strong,814f9a9a6d296d4b0ead9c794aac35d12874346c,2026-04-08T01:59:45Z,refactor(traffic_light_map_based_detector): extract core logic (#12412),22,15,
autowarefoundation/autoware.universe,True,strong,814f9a9a6d296d4b0ead9c794aac35d12874346c,2026-04-08T01:59:45Z,refactor(traffic_light_map_based_detector): extract core logic (#12412),22,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,3d140472197bf8d31178052af048ea1b06fc20cb,2026-04-08T00:19:48Z,feat(autoware_radar_objects_adapter): remove dependency on autoware_universe_utils in sensing (#12407),23,15,
autowarefoundation/autoware.universe,True,strong,b4593ce29d84b5a35165e1c15b6bcbbe3cd0227c,2026-04-03T13:15:18Z,feat(BEVFusion): add gpu-based image undistortion to the bevfusion node (#12279),24,15,
autowarefoundation/autoware.universe,True,strong,b4593ce29d84b5a35165e1c15b6bcbbe3cd0227c,2026-04-03T13:15:18Z,feat(BEVFusion): add gpu-based image undistortion to the bevfusion node (#12279),24,15,
autowarefoundation/autoware.universe,True,strong,b4593ce29d84b5a35165e1c15b6bcbbe3cd0227c,2026-04-03T13:15:18Z,feat(BEVFusion): add gpu-based image undistortion to the bevfusion node (#12279),24,15,
autowarefoundation/autoware.universe,True,strong,b4593ce29d84b5a35165e1c15b6bcbbe3cd0227c,2026-04-03T13:15:18Z,feat(BEVFusion): add gpu-based image undistortion to the bevfusion node (#12279),24,15,
autowarefoundation/autoware.universe,True,strong,72c45df91865f77723c8211fb7d1b17da08ec9db,2026-04-02T16:55:28Z,feat(blockage_diag): apply agnocast subscription to `blockage_diag` (#12393),25,15,
autowarefoundation/autoware.universe,True,strong,72c45df91865f77723c8211fb7d1b17da08ec9db,2026-04-02T16:55:28Z,feat(blockage_diag): apply agnocast subscription to `blockage_diag` (#12393),25,15,
autowarefoundation/autoware.universe,True,strong,15e106142bc86714679214b3599c13c16bcc0c66,2026-04-02T11:42:16Z,refactor(autoware_crosswalk_traffic_light_estimator): improve readability of get_non_red_lanelets (#12380),26,15,
autowarefoundation/autoware.universe,True,strong,15e106142bc86714679214b3599c13c16bcc0c66,2026-04-02T11:42:16Z,refactor(autoware_crosswalk_traffic_light_estimator): improve readability of get_non_red_lanelets (#12380),26,15,
autowarefoundation/autoware.universe,True,strong,15e106142bc86714679214b3599c13c16bcc0c66,2026-04-02T11:42:16Z,refactor(autoware_crosswalk_traffic_light_estimator): improve readability of get_non_red_lanelets (#12380),26,15,
autowarefoundation/autoware.universe,True,strong,d6ff08db37d41232709f4ae71b31d2c87490d7e9,2026-04-01T08:00:47Z,test(traffic_light_map_based_detector): add integration test (#12396),27,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,24bf6ebc1fad945464f5bc7f76d94571f31d5640,2026-04-01T03:22:44Z,refactor(autoware_universe): use autoware_ament_auto_package in perception utility packages (#12281),28,15,
autowarefoundation/autoware.universe,True,strong,ffe91609aff6c1daaea3c37e835a5cffed1b98b0,2026-03-27T03:48:40Z,refactor(autoware_tensorrt_yolox): parameterize label remapping (#12204),29,15,
autowarefoundation/autoware.universe,True,strong,104be4474e94652ab0e7328bc0f5f380a584425f,2026-03-27T02:17:09Z,chore(autoware_multi_object_tracker): convert array based config to explicit keys (#12379),30,15,
autowarefoundation/autoware.universe,True,strong,104be4474e94652ab0e7328bc0f5f380a584425f,2026-03-27T02:17:09Z,chore(autoware_multi_object_tracker): convert array based config to explicit keys (#12379),30,15,
autowarefoundation/autoware.universe,True,strong,6f4e694f46add90ee8d280abb4b48fd322bb9097,2026-03-26T00:23:49Z,chore: update CODEOWNERS (#12345),31,15,
autowarefoundation/autoware.universe,True,strong,985d94f897b4ee0a33e6af9ef90e66d960ff3005,2026-03-25T23:46:40Z,feat(autoware_universe_designs): introduce autoware system designer (#12070),32,15,
autowarefoundation/autoware.universe,True,strong,d799dddf90842bbcae68e8b5827bc67a9da2d521,2026-03-24T09:50:55Z,"feat(autoware_lidar_frnet): add multi-format input, ego crop box, sensor-specific config, docs (#12000)",33,15,
autowarefoundation/autoware.universe,True,strong,2e268d3a3eb99ae21b62ee33e2aaf3b88822ba18,2026-03-24T09:48:58Z,feat(autoware_ptv3): add multi-type input and output & update model (#12362),34,15,
autowarefoundation/autoware.universe,True,strong,2e268d3a3eb99ae21b62ee33e2aaf3b88822ba18,2026-03-24T09:48:58Z,feat(autoware_ptv3): add multi-type input and output & update model (#12362),34,15,
autowarefoundation/autoware.universe,True,strong,7e218bdc5a5df438a9830c3a7b10e46992d35ebc,2026-03-24T07:48:14Z,"fix: revert ""fix(behavior_path_side_shift): preserve shifted path shap to prevent chattering (#12278)"" (#12377)",35,15,
autowarefoundation/autoware.universe,True,strong,7e218bdc5a5df438a9830c3a7b10e46992d35ebc,2026-03-24T07:48:14Z,"fix: revert ""fix(behavior_path_side_shift): preserve shifted path shap to prevent chattering (#12278)"" (#12377)",35,15,
autowarefoundation/autoware.universe,True,strong,7e218bdc5a5df438a9830c3a7b10e46992d35ebc,2026-03-24T07:48:14Z,"fix: revert ""fix(behavior_path_side_shift): preserve shifted path shap to prevent chattering (#12278)"" (#12377)",35,15,
loco-3d/crocoddyl,True,strong,ebd3f552e9a062f9a7693956b2066ac31f357f0d,2026-04-28T01:46:38Z,Bump conda-incubator/setup-miniconda from 3 to 4,1,10,
loco-3d/crocoddyl,True,strong,6c112b5da50fd8c0f164cccc8bf5060b39f299ad,2026-04-21T00:02:53Z,Bump ros-industrial/industrial_ci,2,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,af5c7b99f83ee10f4dd84914a735f24680d749b7,2026-04-20T22:38:15Z,[pre-commit.ci] pre-commit autoupdate (#1495),3,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,4,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,4,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,5,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,5,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,5,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,6,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,6,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,6,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,6,10,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,7,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,7,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,8,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,9,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,10,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,11,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,12,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,13,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,14,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,15,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,15,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,16,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,16,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,17,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,17,15,
loco-3d/crocoddyl,True,strong,f8fb075a83dedbbc9023b5e428e16674faa687e3,2025-12-30T09:21:39Z,CMake: make example-robot-data more optional for ROS,18,15,
