repository,commit_sha,commit_date,filename,additions,deletions,changes
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/Client.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/Episode.cpp,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/Episode.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/EpisodeProxy.cpp,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/EpisodeProxy.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/EpisodeState.cpp,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/EpisodeState.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/Simulator.cpp,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/Simulator.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/WalkerNavigation.cpp,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/client/detail/WalkerNavigation.h,1,1,2
carla-simulator/carla,6a78cd7624baadb1b445ad2ada5c20e8467e4270,2025-12-17T15:30:59Z,LibCarla/source/carla/geom/BoundingBox.h,1,1,2
