repository,pr_number,pr_state,pr_title,pr_created_at,pr_closed_at,pr_merged_at,pr_author,pr_comments
Neargye/magic_enum,389,closed,Only prepend $prefix for relative paths,2024-11-15T19:24:10Z,2024-11-18T11:30:32Z,2024-11-18T11:30:32Z,fliiiix,
Neargye/magic_enum,387,closed,fix enum_fuse shift value calculation,2024-11-02T12:56:51Z,2024-11-13T23:04:44Z,2024-11-13T23:04:44Z,bshm,
Neargye/magic_enum,385,closed,Bump the github-actions group with 4 updates,2024-11-01T06:13:23Z,2024-11-13T23:04:28Z,2024-11-13T23:04:28Z,dependabot[bot],
Neargye/magic_enum,383,closed,meson: install headers and pkg-config file,2024-10-17T13:04:00Z,2024-11-13T23:03:26Z,2024-11-13T23:03:26Z,stephanlachnit,
Neargye/magic_enum,382,closed,fix 379,2024-10-14T15:35:13Z,2025-02-20T08:37:48Z,2025-02-20T08:37:48Z,Neargye,
Neargye/magic_enum,380,closed,Bump github/codeql-action from 3.26.6 to 3.26.10 in the github-actions group,2024-10-01T06:09:45Z,2024-10-14T12:36:45Z,2024-10-14T12:36:45Z,dependabot[bot],
Neargye/magic_enum,376,open,"enum_flags_name: return name for 0, if it exists",2024-09-04T12:33:09Z,,,masbug,
Neargye/magic_enum,375,closed,Bump the github-actions group with 2 updates,2024-09-01T06:29:42Z,2024-09-19T10:01:16Z,2024-09-19T10:01:16Z,dependabot[bot],
Neargye/magic_enum,374,closed,fix installing via cmake,2024-08-15T08:20:24Z,2024-10-14T15:05:55Z,2024-10-14T15:05:55Z,Arniiiii,
Neargye/magic_enum,370,closed,Bump the github-actions group with 3 updates,2024-08-01T06:15:55Z,2024-08-03T13:37:33Z,2024-08-03T13:37:33Z,dependabot[bot],
Neargye/magic_enum,369,closed,Update comments regarding max and min,2024-07-24T08:58:44Z,2024-07-25T08:29:56Z,2024-07-25T08:29:56Z,ricardofdc,
Neargye/magic_enum,367,closed,Fix bitset constructor,2024-07-19T09:57:06Z,2024-07-19T12:51:58Z,2024-07-19T12:51:58Z,asolwa,
Neargye/magic_enum,365,closed,Parameterize formatter::format to use with FMT_COMPILE,2024-07-08T14:46:50Z,2024-07-08T17:37:58Z,2024-07-08T17:37:57Z,ArtfulVampire,
Neargye/magic_enum,364,closed,Bump github/codeql-action from 3.25.7 to 3.25.11 in the github-actions group,2024-07-01T06:49:33Z,2024-07-01T20:07:11Z,2024-07-01T20:07:11Z,dependabot[bot],
Neargye/magic_enum,363,closed,update ci,2024-06-29T12:02:22Z,2024-06-29T13:18:48Z,2024-06-29T13:18:48Z,Neargye,
Neargye/magic_enum,360,closed,Add better support for Yocto/PetaLinux in cmake file,2024-06-08T23:22:38Z,2024-06-09T20:06:15Z,2024-06-09T20:06:15Z,ShaharHD,
Neargye/magic_enum,358,closed,chore: remove crlf line endings in bazel files,2024-06-03T15:17:35Z,2024-06-04T17:55:16Z,2024-06-04T17:55:16Z,zaucy,
Neargye/magic_enum,356,closed,Bump the github-actions group with 2 updates,2024-06-01T06:41:28Z,2024-06-01T08:34:46Z,2024-06-01T08:34:46Z,dependabot[bot],
Neargye/magic_enum,354,closed,fix wshadow,2024-05-25T14:30:29Z,2024-05-25T14:35:17Z,2024-05-25T14:35:16Z,Neargye,
Neargye/magic_enum,351,closed,"Remove redundant const from ""constexpr const""",2024-05-19T14:36:03Z,2024-05-19T14:44:38Z,,albertvaka,
Neargye/magic_enum,350,closed,Add MAGIC_ENUM_USE_STD_MODULE option to use standard library module.,2024-05-11T10:07:37Z,2024-05-27T21:17:33Z,2024-05-27T21:17:33Z,stripe2933,
Neargye/magic_enum,346,closed,Bump the github-actions group with 2 updates,2024-05-01T06:17:37Z,2024-05-15T20:13:02Z,2024-05-15T20:13:02Z,dependabot[bot],
Neargye/magic_enum,343,closed,Support C++20 module.,2024-04-15T07:27:55Z,2024-05-08T21:02:49Z,2024-05-08T21:02:49Z,stripe2933,
Neargye/magic_enum,341,closed,Bump the github-actions group with 1 update,2024-04-01T06:47:04Z,2024-04-02T15:37:02Z,2024-04-02T15:37:02Z,dependabot[bot],
Neargye/magic_enum,339,closed,Bump the github-actions group with 2 updates,2024-03-01T06:56:24Z,2024-03-04T13:54:14Z,2024-03-04T13:54:14Z,dependabot[bot],
Neargye/magic_enum,336,closed,example_switch.cpp: properly return 0,2024-02-09T16:14:45Z,2024-02-10T12:13:25Z,2024-02-10T12:13:25Z,stephanlachnit,
Neargye/magic_enum,333,closed,Bump the github-actions group with 2 updates,2024-02-01T06:32:00Z,2024-02-01T12:11:43Z,2024-02-01T12:11:43Z,dependabot[bot],
Neargye/magic_enum,332,closed,Tidy up Limitations page,2024-01-20T19:32:52Z,2024-01-21T10:13:50Z,2024-01-21T10:13:50Z,svew,
Neargye/magic_enum,331,closed,Bump the github-actions group with 4 updates,2024-01-01T22:00:38Z,2024-01-12T11:23:40Z,2024-01-12T11:23:40Z,dependabot[bot],
Neargye/magic_enum,329,closed,CI: hash-pin sensitive workflow and configure dependabot to keep them updated,2023-12-29T19:16:12Z,2024-01-01T22:00:06Z,2024-01-01T22:00:06Z,diogoteles08,
Neargye/magic_enum,325,closed,Bazel: --incompatible_use_platforms_repo_for_constraints migrated,2023-12-20T00:02:31Z,2023-12-20T06:40:11Z,2023-12-20T06:40:11Z,cpsauer,
Neargye/magic_enum,323,closed,checking that the enum is valid (not empty and not forward declaration),2023-12-08T14:07:58Z,2023-12-16T13:00:00Z,2023-12-16T13:00:00Z,Neargye,
Neargye/magic_enum,322,closed,Add support for overriding MAGIC_ENUM_ASSERT,2023-12-06T06:31:04Z,2023-12-06T07:46:57Z,2023-12-06T07:46:57Z,justinboswell,
Neargye/magic_enum,316,closed,Fix undefined behavior (`get` is moved to `magic_enum::containers`),2023-11-15T14:17:52Z,2023-11-15T18:25:50Z,2023-11-15T18:25:50Z,IvanArkhipov1999,
Neargye/magic_enum,313,closed,Ci: add scorecard action,2023-11-14T20:27:22Z,2023-12-04T09:15:00Z,2023-12-04T09:15:00Z,diogoteles08,
Neargye/magic_enum,312,closed,Simplify Bazel,2023-11-14T00:25:39Z,2023-11-15T10:17:09Z,2023-11-15T10:17:09Z,cpsauer,
Neargye/magic_enum,311,closed,Bazel: Make include directories consistent,2023-11-13T23:25:32Z,2023-11-14T17:07:34Z,2023-11-14T17:07:34Z,cpsauer,
Neargye/magic_enum,308,closed,Fix magic_enum::containers::set erase function for Clang compilers,2023-11-12T02:54:58Z,2023-11-12T13:30:10Z,2023-11-12T13:30:10Z,Ry-DS,
Neargye/magic_enum,306,closed,fixes 'std::ptrdiff_t' to 'std::size_t' casting error and suppresses `-Wuseless-cast` warning for gcc and clang,2023-11-09T09:32:00Z,2023-11-09T10:07:17Z,2023-11-09T10:07:17Z,RalphSteinhagen,
Neargye/magic_enum,305,closed,Explicitly mark the result of detail::names as constexpr,2023-11-06T10:17:22Z,2023-11-09T10:09:37Z,2023-11-09T10:09:37Z,vt4a2h,
Neargye/magic_enum,304,closed,Remove superfluous semicolon,2023-10-18T19:59:41Z,2023-10-18T22:53:37Z,2023-10-18T22:53:37Z,RaceTheMaSe,
Neargye/magic_enum,301,closed,Fix link to Conan in README,2023-10-09T07:23:27Z,2023-10-09T07:33:54Z,2023-10-09T07:33:54Z,RAnders00,
Neargye/magic_enum,295,closed,default bazel copts condition,2023-09-11T23:28:39Z,2023-09-12T12:19:13Z,2023-09-12T12:19:13Z,zaucy,
Neargye/magic_enum,294,closed,automatically create and upload bzlmod archive,2023-09-11T21:45:01Z,2023-09-12T12:19:27Z,2023-09-12T12:19:27Z,zaucy,
Neargye/magic_enum,291,closed,chore: bazel updates,2023-08-23T03:18:24Z,2023-08-23T09:40:03Z,2023-08-23T09:40:03Z,zaucy,
Neargye/magic_enum,282,closed,meson_options.txt: remove leftover noascii option,2023-06-21T04:38:29Z,2023-06-21T08:23:06Z,2023-06-21T08:23:06Z,v1993,
Neargye/magic_enum,279,closed,Re-enable Wenum-constexpr-conversion clang fix,2023-06-05T21:48:30Z,2023-06-06T09:22:49Z,2023-06-06T09:22:49Z,rupprecht,
Neargye/magic_enum,277,closed,add enum_flags_test and enum_flags_test_any functions for flags,2023-06-02T20:10:34Z,2023-06-05T10:10:02Z,2023-06-05T10:10:02Z,Neargye,
Neargye/magic_enum,275,closed,Fixed meson build for tests,2023-05-30T01:57:26Z,2023-05-30T08:29:52Z,2023-05-30T08:29:52Z,tmayoff,
Neargye/magic_enum,273,closed,update doc,2023-05-26T13:32:35Z,2023-05-26T13:33:03Z,2023-05-26T13:33:03Z,Neargye,
Neargye/magic_enum,272,closed,Enable wchar_t as string_view value_type,2023-05-24T14:07:39Z,2023-05-24T15:05:21Z,2023-05-24T15:05:21Z,Neargye,
Neargye/magic_enum,271,closed,Fix containers https://github.com/Neargye/magic_enum/issues/234,2023-05-23T15:53:43Z,2023-05-23T16:43:04Z,2023-05-23T16:43:04Z,schaumb,
Neargye/magic_enum,270,closed,Create Security Policy,2023-05-22T19:49:53Z,2023-05-23T07:37:52Z,2023-05-23T07:37:52Z,diogoteles08,
Neargye/magic_enum,268,closed,add support big range,2023-05-22T11:05:26Z,2023-05-22T15:44:28Z,2023-05-22T15:44:28Z,Neargye,
Neargye/magic_enum,265,closed,Enable wchar_t as string_view value_type,2023-05-19T16:04:22Z,2023-05-20T18:50:49Z,,Neargye,
Neargye/magic_enum,262,closed,Add gcc 12 and NONASCII flags to ubuntu build matrix.,2023-05-12T22:17:19Z,2023-05-13T08:49:24Z,2023-05-13T08:49:24Z,talisein,
Neargye/magic_enum,261,closed,Move NONASCII tests to their own file,2023-05-12T20:16:27Z,2023-05-12T23:44:45Z,2023-05-12T23:44:45Z,talisein,
Neargye/magic_enum,260,closed,Add const to std::formatter method,2023-05-12T19:20:17Z,2023-05-12T23:43:06Z,2023-05-12T23:43:06Z,talisein,
Neargye/magic_enum,258,closed,Support gcc -fno-pretty-templates,2023-04-29T06:30:27Z,2023-05-13T09:15:23Z,2023-05-13T09:15:23Z,ecatmur,
Neargye/magic_enum,255,closed,meson: add options and tests,2023-04-24T04:20:41Z,2023-04-24T19:36:25Z,2023-04-24T19:36:25Z,v1993,
Neargye/magic_enum,254,closed,add bzlmod support,2023-04-23T19:44:09Z,2023-04-26T16:16:09Z,2023-04-26T16:16:09Z,zaucy,
Neargye/magic_enum,253,closed,add contains and any_flag_match functions for flags,2023-04-10T15:39:35Z,2023-06-02T18:08:02Z,2023-06-02T18:08:02Z,jonpetri,
Neargye/magic_enum,252,closed,Include <functional>,2023-03-28T23:02:19Z,2023-03-29T12:03:51Z,2023-03-29T12:03:51Z,ts826848,
Neargye/magic_enum,251,closed,"allow special characters in enum, not only '_'",2023-03-24T12:47:13Z,2023-05-21T00:02:39Z,,IonutLascu,
Neargye/magic_enum,249,closed,Fix std::forward variadic arguments in invoke_deoptimized(),2023-03-17T14:19:43Z,2023-03-17T17:38:30Z,,aalexfvk,
Neargye/magic_enum,248,closed,ci: set minimal permissions on workflows,2023-03-07T18:11:36Z,2023-03-07T21:57:54Z,2023-03-07T21:57:54Z,diogoteles08,
Neargye/magic_enum,243,closed,Fix forgotten reppacement in CPack packaging script,2023-02-15T20:19:39Z,2023-02-16T08:04:10Z,2023-02-16T08:04:10Z,KOLANICH,
Neargye/magic_enum,240,closed,added -std=c++17 to flags so clangd would identify c++17 headers properly,2023-02-10T03:28:57Z,2023-05-21T00:20:14Z,2023-05-21T00:20:14Z,embeddedpenguin,
Neargye/magic_enum,238,closed,Support ReSharper C++ builtins for type/enumerator name,2023-02-01T12:59:37Z,2023-02-01T14:24:13Z,2023-02-01T14:24:12Z,Smertig,
Neargye/magic_enum,237,closed,Fix Clang 16 build in GitHub Actions,2023-01-31T14:47:38Z,2023-01-31T17:56:59Z,2023-01-31T17:56:59Z,striezel,
Neargye/magic_enum,236,closed,Update actions/checkout in GitHub Actions workflows to v3,2023-01-30T23:26:45Z,2023-01-31T13:36:01Z,2023-01-31T13:36:01Z,striezel,
Neargye/magic_enum,233,closed,Fix 231,2023-01-14T16:59:13Z,2023-03-02T09:58:38Z,,Neargye,
Neargye/magic_enum,232,closed,Issue 231 test case,2023-01-14T16:49:13Z,2023-01-14T16:51:35Z,,Neargye,
Neargye/magic_enum,228,closed,Remove political nonsense from README,2022-12-19T19:07:02Z,2022-12-20T09:23:47Z,,slowriot,
Neargye/magic_enum,227,closed,Speed up constexpr evaluation,2022-12-18T23:39:54Z,2022-12-20T09:24:02Z,2022-12-20T09:24:02Z,AntonShalgachev,
Neargye/magic_enum,226,closed,fix is_flags,2022-12-10T21:53:08Z,2023-01-16T18:36:19Z,,Neargye,
Neargye/magic_enum,223,closed,add missing magic_enum prefix,2022-11-21T18:44:09Z,2022-11-22T09:37:06Z,2022-11-22T09:37:06Z,ilobilo,
Neargye/magic_enum,221,closed,compile-time optimization,2022-11-09T16:03:15Z,2022-11-09T18:00:09Z,2022-11-09T18:00:09Z,Neargye,
Neargye/magic_enum,218,closed,make streams and exceptions optional,2022-11-03T17:30:31Z,2022-11-04T19:46:37Z,2022-11-04T19:46:37Z,ilobilo,
Neargye/magic_enum,212,closed,New enum_switch,2022-09-02T21:52:01Z,2022-11-07T17:00:24Z,,Neargye,
Neargye/magic_enum,211,closed,Remove redundant instantiation,2022-09-02T08:21:22Z,2022-09-02T10:30:17Z,2022-09-02T10:30:17Z,Smertig,
Neargye/magic_enum,210,closed,Typo fixed,2022-08-20T13:40:26Z,2022-08-20T13:57:30Z,2022-08-20T13:57:30Z,nektonick,
Neargye/magic_enum,208,closed,No hash,2022-08-17T14:13:20Z,2022-08-17T17:38:31Z,2022-08-17T17:38:31Z,Neargye,
Neargye/magic_enum,206,closed,Exercise Bazel build in CI,2022-08-14T12:06:30Z,2022-08-14T12:43:31Z,2022-08-14T12:43:31Z,Neargye,
Neargye/magic_enum,205,closed,update ci,2022-08-09T20:56:52Z,2022-08-10T10:53:38Z,2022-08-10T10:53:38Z,Neargye,
Neargye/magic_enum,203,closed,Add C++17 requirements in CMakeLists.txt,2022-08-03T09:30:39Z,2022-08-03T21:00:01Z,,SijmenHuizenga,
Neargye/magic_enum,202,closed,Implemented packaging using CPack.,2022-07-25T08:34:04Z,2023-01-17T14:52:59Z,2023-01-17T14:52:59Z,KOLANICH,
Neargye/magic_enum,201,closed,Made a bit more compatible to Clang,2022-07-25T08:33:08Z,2022-08-10T10:54:44Z,,KOLANICH,
Neargye/magic_enum,194,closed,Enable wchar_t as string_view value_type ,2022-06-17T14:25:07Z,2023-05-24T14:08:42Z,,schaumb,
Neargye/magic_enum,191,closed,fix all VS /Wall warning,2022-05-27T17:54:35Z,2022-06-28T10:37:55Z,,schaumb,
Neargye/magic_enum,189,closed,"Fix compilation error, when including magic_enum after windows.h",2022-05-27T12:56:32Z,2022-05-28T18:55:51Z,2022-05-28T18:55:51Z,bamo-volue,
Neargye/magic_enum,188,closed,Modernize CMake files a bit,2022-05-24T05:36:50Z,2023-02-15T09:24:19Z,,ClausKlein,
Neargye/magic_enum,187,closed,add constexpr containers,2022-05-23T18:50:44Z,2023-01-17T14:59:37Z,2023-01-17T14:59:37Z,schaumb,
Neargye/magic_enum,185,closed,Magic enum format in a separated header file ,2022-05-13T13:40:48Z,2022-06-28T10:45:48Z,2022-06-28T10:45:48Z,schaumb,
Neargye/magic_enum,182,closed,Discontinouos uint8_t test + fix,2022-04-17T19:35:02Z,2022-04-17T19:40:55Z,2022-04-17T19:40:55Z,schaumb,
Neargye/magic_enum,181,closed,enum_map class,2022-04-17T18:56:28Z,2022-11-14T12:13:01Z,,jlwoolf,
Neargye/magic_enum,176,closed,fix: GCC warning [-Werror=sign-conversion],2022-03-31T13:12:50Z,2022-03-31T13:48:27Z,2022-03-31T13:48:27Z,abdes,
Neargye/magic_enum,173,closed,clen-up & improve,2022-03-28T14:58:53Z,2022-03-28T15:15:39Z,2022-03-28T15:15:39Z,Neargye,
Neargye/magic_enum,172,closed,fix bool,2022-03-28T13:31:05Z,2022-03-28T14:55:25Z,2022-03-28T14:55:25Z,Neargye,
Neargye/magic_enum,170,closed,clean-up & improve,2022-03-22T11:23:00Z,2022-03-28T14:56:16Z,2022-03-28T14:56:16Z,Neargye,
Neargye/magic_enum,169,closed,Sparse only if have an element. Switch only if -.,2022-03-17T19:41:02Z,2022-03-18T09:59:09Z,2022-03-18T09:59:09Z,schaumb,
Neargye/magic_enum,168,closed,Enum switch,2022-03-15T11:55:48Z,2022-03-18T12:07:00Z,2022-03-18T12:07:00Z,schaumb,
Neargye/magic_enum,166,closed,new customize,2022-03-11T15:36:09Z,2022-03-18T09:58:07Z,2022-03-18T09:58:07Z,Neargye,
Neargye/magic_enum,161,closed,Add support for the ROS build system,2022-03-10T12:01:15Z,2022-03-12T18:04:42Z,2022-03-12T18:04:42Z,Timple,
Neargye/magic_enum,160,closed,Fix optional masos,2022-03-09T08:08:14Z,2022-03-09T14:32:46Z,2022-03-09T14:32:45Z,Neargye,
Neargye/magic_enum,159,closed,add compile time enum_index,2022-03-08T16:44:51Z,2022-03-09T08:07:09Z,2022-03-09T08:07:09Z,Neargye,
Neargye/magic_enum,156,closed,Remove constexpr find workaround with std::char_traits<char>::find,2022-03-04T20:35:58Z,2022-03-04T20:57:16Z,,schaumb,
Neargye/magic_enum,154,closed,remove std:: from optionals to enable again MAGIC_ENUM_USING_ALIAS_OPTIONAL ,2022-03-04T13:43:29Z,2022-03-05T19:56:17Z,2022-03-05T19:56:17Z,schaumb,
Neargye/magic_enum,149,closed,Add Yocto recipe #148,2022-02-27T21:18:34Z,2022-09-02T23:39:54Z,,parsley72,
Neargye/magic_enum,146,closed,Convert std::enable_if_t to static_assert for cleaner error message,2022-02-19T10:18:40Z,2022-02-19T10:26:07Z,2022-02-19T10:26:07Z,pavelkryukov,
Neargye/magic_enum,145,closed,Make enum_fuse typesafe (fixes #143),2022-02-19T08:12:52Z,2022-03-08T08:38:20Z,2022-03-08T08:38:20Z,pavelkryukov,
Neargye/magic_enum,144,closed,Fix docs,2022-02-19T07:57:35Z,2022-02-19T11:09:33Z,2022-02-19T11:09:33Z,pavelkryukov,
Neargye/magic_enum,142,closed,Constexpr switch names,2022-02-19T00:12:37Z,2022-03-11T12:08:25Z,2022-03-11T12:08:25Z,schaumb,
Neargye/magic_enum,141,closed,change std::size_t to std::uintmax_t in fuse functions,2022-02-18T21:28:21Z,2022-02-18T21:37:25Z,2022-02-18T21:37:25Z,schaumb,
Neargye/magic_enum,140,closed,Constexpr switch inside,2022-02-18T20:29:47Z,2022-03-10T14:13:12Z,,schaumb,
Neargye/magic_enum,139,closed,Case insensivity based on https://github.com/Neargye/magic_enum/pull/112,2022-02-18T15:14:56Z,2022-02-18T21:31:36Z,2022-02-18T21:31:36Z,schaumb,
Neargye/magic_enum,138,closed,Simplier change only one enum instance name,2022-02-18T14:16:42Z,2022-03-11T18:27:52Z,,schaumb,
Neargye/magic_enum,137,closed,support gcc8 with defined MAGIC_ENUM_NO_CHECK_SUPPORT and with specialized magic_enum::customize::enum_name,2022-02-18T13:03:36Z,2022-02-18T15:52:09Z,2022-02-18T15:52:09Z,schaumb,
Neargye/magic_enum,132,closed,Remove silent branch and duplicate checks,2022-02-11T18:05:00Z,2022-02-11T18:12:36Z,,pavelkryukov,
Neargye/magic_enum,131,closed,Use bitwise OR for magic_enum::enum_fuse,2022-02-11T16:14:36Z,2022-02-11T16:35:50Z,2022-02-11T16:35:50Z,pavelkryukov,
Neargye/magic_enum,129,closed,fix enum_type_name,2022-02-06T17:44:22Z,2022-02-06T19:59:53Z,2022-02-06T19:59:53Z,v1nh1shungry,
Neargye/magic_enum,127,closed,Add enum fusing function,2022-02-05T13:41:32Z,2022-02-10T17:58:59Z,2022-02-10T17:58:59Z,pavelkryukov,
Neargye/magic_enum,125,closed,remove static assert for static string because it does not solve issue,2022-01-29T16:22:16Z,2022-01-29T16:46:28Z,2022-01-29T16:46:28Z,rpatters1,
Neargye/magic_enum,123,closed,Rgp static assert for static string,2022-01-25T17:23:44Z,2022-01-25T18:14:23Z,2022-01-25T18:14:23Z,rpatters1,
Neargye/magic_enum,120,closed,New enum-flags API,2022-01-05T20:20:49Z,2022-01-08T15:30:45Z,2022-01-08T15:30:44Z,Neargye,
Neargye/magic_enum,113,closed,Add simple meson.build to make this repository as a subproject,2021-12-02T20:32:34Z,2021-12-02T21:27:45Z,2021-12-02T21:27:45Z,gpollo,
Neargye/magic_enum,112,closed,case insensitive enum_cast syntactic sugar,2021-11-29T17:22:42Z,2022-02-18T15:52:45Z,,jiggersplat,
Neargye/magic_enum,110,closed,Some code quality,2021-11-01T10:09:12Z,2021-11-05T17:24:12Z,2021-11-05T17:24:12Z,florianbecker,
Neargye/magic_enum,95,closed,Added support for non-ASCII characters (UNIX/Linux),2021-08-08T03:54:22Z,2021-08-09T14:44:30Z,2021-08-09T14:44:30Z,uruha-komachin,
Neargye/magic_enum,90,closed,Remove optional<> with std::decay (Mac OS / Xcode),2021-07-03T23:57:54Z,2021-07-05T09:47:29Z,,JasonCoombs,
Neargye/magic_enum,89,closed,Windows warning test,2021-06-25T07:10:40Z,2021-06-25T07:49:24Z,,alexkaratarakis,
Neargye/magic_enum,88,closed,Fix underflow in out of range check,2021-06-25T06:22:35Z,2021-06-25T12:00:54Z,2021-06-25T12:00:54Z,alexkaratarakis,
Neargye/magic_enum,86,closed,Add ability to include external configuration header,2021-06-17T09:18:57Z,2021-06-17T13:06:27Z,2021-06-17T13:06:27Z,sajimon,
Neargye/magic_enum,84,closed,Add ARCH_INDEPENDENT so the generated cmake config files are really arch independent,2021-05-26T13:11:32Z,2021-05-27T09:08:02Z,2021-05-27T09:08:02Z,Flow86,
