repository,pr_number,pr_state,pr_title,pr_created_at,pr_closed_at,pr_merged_at,pr_author,pr_comments
Neargye/magic_enum,81,closed,fix typo in comment,2021-05-07T00:51:25Z,2021-05-07T08:16:24Z,2021-05-07T08:16:24Z,jimmyorourke,
Neargye/magic_enum,78,closed,Add build2 package support,2021-03-22T14:54:08Z,2021-03-22T15:15:05Z,2021-03-22T15:15:04Z,Wmbat,
Neargye/magic_enum,76,closed,Fix #73,2021-02-26T11:04:42Z,2021-03-10T09:05:46Z,2021-03-10T09:05:46Z,Neargye,
Neargye/magic_enum,75,closed,chore: update catch2 to 2.13.4 for Apple Silicon support,2021-02-22T08:18:14Z,2021-02-22T16:10:47Z,2021-02-22T16:10:47Z,gjasny,
Neargye/magic_enum,72,closed,Fix typo,2021-02-09T16:28:17Z,2021-02-09T17:33:33Z,2021-02-09T17:33:33Z,pepsiman,
Neargye/magic_enum,70,closed,Detect values out of range and fail compilation,2021-01-08T00:01:14Z,2021-01-10T12:43:48Z,2021-01-10T12:43:48Z,bjacklyn,
Neargye/magic_enum,66,closed,fix typo,2020-11-29T12:20:29Z,2020-11-29T13:29:18Z,2020-11-29T13:29:18Z,nackdai,
Neargye/magic_enum,62,closed,Compile fix for gcc 7.5,2020-11-19T13:06:04Z,2020-11-19T13:23:20Z,2020-11-19T13:23:20Z,schaumb,
Neargye/magic_enum,61,closed,Fix typo in readme :),2020-10-22T12:42:18Z,2020-10-22T12:48:27Z,2020-10-22T12:48:27Z,ghost,
Neargye/magic_enum,60,closed,Fix extra-semi-stmt,2020-10-21T14:45:59Z,2020-10-21T15:02:41Z,2020-10-21T15:02:41Z,florianbecker,
Neargye/magic_enum,59,closed,Exercise Bazel build in CI,2020-10-17T07:40:42Z,2020-10-17T13:45:17Z,2020-10-17T13:45:17Z,HackAttack,
Neargye/magic_enum,56,closed,Add support for bazel,2020-10-02T17:42:54Z,2020-10-08T07:10:15Z,2020-10-08T07:10:15Z,FelixDuvalletKodiak,
Neargye/magic_enum,54,closed,Add MAGIC_ENUM_OPT_INSTALL option in CMakeLists.txt,2020-09-24T13:07:42Z,2020-09-24T13:55:58Z,2020-09-24T13:55:58Z,krypty,
Neargye/magic_enum,52,closed,Customize,2020-09-06T12:39:41Z,2020-09-07T09:56:00Z,2020-09-07T09:56:00Z,Neargye,
Neargye/magic_enum,49,closed,fix: Include header for std::string,2020-08-31T06:59:10Z,2020-08-31T07:21:38Z,2020-08-31T07:21:38Z,gjasny,
Neargye/magic_enum,48,closed,clean-up,2020-08-30T12:55:31Z,2020-09-01T11:01:50Z,2020-09-01T11:01:50Z,Neargye,
Neargye/magic_enum,43,closed,Flags,2020-07-08T14:46:53Z,2020-08-15T17:52:23Z,2020-08-15T17:52:23Z,Neargye,
Neargye/magic_enum,41,closed,now in conan-center,2020-06-23T15:28:50Z,2020-06-27T06:22:30Z,2020-06-27T06:22:30Z,Neargye,
Neargye/magic_enum,38,closed,remove enum_traits,2020-05-21T12:59:33Z,2020-05-24T11:11:08Z,2020-05-24T11:11:08Z,Neargye,
Neargye/magic_enum,31,closed,Change contains_value to enum_contains,2020-03-13T10:11:14Z,2020-03-13T13:10:10Z,2020-03-13T13:10:10Z,Neargye,
Neargye/magic_enum,30,closed, Introduce contains_value(),2020-03-13T07:37:07Z,2020-03-13T09:12:02Z,2020-03-13T09:12:02Z,oficsu,
Neargye/magic_enum,29,closed,Replace C-style cast with static_cast to suppress the warning,2020-03-11T22:55:47Z,2020-03-12T06:28:10Z,2020-03-12T06:28:10Z,oficsu,
Neargye/magic_enum,24,closed,improve compiler version check,2020-01-31T09:14:32Z,2020-01-31T09:55:51Z,2020-01-31T09:55:51Z,pck,
Neargye/magic_enum,20,closed,Fix typo in version,2019-10-24T02:58:44Z,2019-10-24T10:30:11Z,2019-10-24T10:30:10Z,alexkaratarakis,
Neargye/magic_enum,19,closed,Change the way range_min()/max() is calculated,2019-10-11T20:53:48Z,2019-10-14T07:44:42Z,2019-10-14T07:44:42Z,alexkaratarakis,
Neargye/magic_enum,18,closed,Introduce mixed_sign_less()/min()/max(),2019-10-11T01:23:31Z,2019-10-14T07:44:09Z,2019-10-14T07:44:09Z,alexkaratarakis,
Neargye/magic_enum,16,closed,Fix regression of enum_cast<>() when used with refs (EnumT& vs EnumT),2019-10-03T00:30:59Z,2019-10-03T07:02:40Z,2019-10-03T07:02:40Z,alexkaratarakis,
Neargye/magic_enum,13,closed,ensure O(1) enum value lookup,2019-09-25T12:55:35Z,2019-09-26T09:41:12Z,,Trass3r,
Neargye/magic_enum,8,closed,fix minor typo,2019-08-02T13:32:37Z,2019-08-14T06:56:01Z,2019-08-14T06:56:01Z,knatten,
Neargye/magic_enum,7,closed,"Fixing Syntax Error caused by ""Windows.h""",2019-07-13T12:13:47Z,2019-07-13T14:11:40Z,2019-07-13T14:11:40Z,GameForPeople,
Neargye/magic_enum,5,closed,CMakeLists.txt changes,2019-06-07T17:09:40Z,2019-06-07T17:45:24Z,2019-06-07T17:45:24Z,SuperWig,
Neargye/magic_enum,2,closed,CMake enhancements,2019-04-16T20:50:26Z,2019-04-21T22:26:21Z,2019-04-21T22:26:21Z,abelfodil,
